Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3028,0,0,AAC75314.1,Escherichia coli,pmrF,PmrF transferase,,polymyxin resistance gene,0,98,97,87,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3001,0,0,NP_461214.1,Salmonella enterica,gyrA,DNA gyrase subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4990,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4277,0,0,CDO13981.1,Klebsiella pneumoniae,phoP,PhoP regulator,,polymyxin resistance gene,0,100,99,92,1.00E-114
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3223,0,0,NP_312865.1,Escherichia coli,cpxR,CpxR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-126
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.737,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2329,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4613,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3999,0,0,0,unknown,macB,MacB efflux protein,MacB efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4613,0,0,AAC76298.1,Escherichia coli,acrF,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,87,98,89,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4717,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4847,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,31,100,100,6.00E-66
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4315,0,0,0,unknown,kasA,KasA synthase,KasA synthase,antibiotic target in susceptible species,10428945,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1947,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4524,0,0,AAC74149.2,Escherichia coli,mdtH,MdtH efflux pump,,efflux pump conferring antibiotic resistance,0,46,100,97,1.00E-102
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1103,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2650,0,0,YP_489794.1,Escherichia coli,marA,MarA regulator,,efflux pump conferring antibiotic resistance,0,99,99,95,1.00E-65
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.622,0,0,NP_462096.1,Salmonella enterica,parE,DNA topoisomerase IV subunit B,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,NDARO,ST3,fig|90370.6294.peg.4729,0,0,WP_001580422.1,Salmonella enterica,0,Aminoglycoside nucleotidyltransferase,Aminoglycoside nucleotidyltransferase,unknown,0,100,90,97,1.00E-146
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3899,0,0,0,unknown,fabI,FabI reductase,FabI reductase,antibiotic target in susceptible species,18193820;10869170;8284673,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1329,0,0,0,unknown,gyrB,DNA gyrase subunit B,DNA gyrase subunit B,antibiotic target in susceptible species,21693461;22279180;9293187,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1123,0,0,NP_463130.1,Salmonella enterica,soxS,SoxS regulator,,efflux pump conferring antibiotic resistance,0,100,100,99,7.00E-56
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3693,0,0,0,unknown,mdtM,MdtM efflux pump,MdtM efflux pump,efflux pump conferring antibiotic resistance,23221628,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,25,100,100,1.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3288,0,0,0,unknown,oxyR,OxyR activator,OxyR activator,regulator modulating antibiotic resistance,25799046,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1698,0,0,BAA16547.1,Escherichia coli,emrA,EmrA efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,89,1.00E-198
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.101,0,0,0,unknown,gdpD,GdpD phosphodiesterase,GdpD phosphodiesterase,cell wall charge modification resistance,21899450,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1150,0,0,YP_492255.1,Escherichia coli,pmrB,PmrB sensor kinase,,unknown,0,97,98,85,1.00E-172
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.385,0,0,0,unknown,mdtABC-tolC,MdtC efflux pump component,MdtC efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2651,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4000,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1697,0,0,0,unknown,emrAB-tolC,EmrB efflux pump component,EmrB efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4935,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,25,100,100,1.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3756,0,0,0,unknown,rho,Rho termination factor,Rho termination factor,antibiotic target in susceptible species,8466900,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4039,0,0,0,unknown,mdfA,MdfA efflux pump,MdfA efflux pump,efflux pump conferring antibiotic resistance,9079913,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1154,0,0,NP_418540.1,Escherichia coli,adiY,AdiY regulator,,efflux pump conferring antibiotic resistance,0,98,98,80,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2865,0,0,0,unknown,acrAB-tolC,AcrB efflux pump component,AcrB efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2377,0,0,YP_490697.1,Escherichia coli,acrD,AcrD efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,94,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2865,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrB efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,93,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2553,0,0,AAF03531.1,Salmonella enterica,aac(6')-Iy,AAC(6') acetyltransferase,,aminoglycoside resistance gene,0,100,84,97,4.00E-80
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3451,0,0,0,unknown,ileS,Isoleucyl-tRNA synthetase,Isoleucyl-tRNA synthetase,antibiotic target in susceptible species,7929087,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1697,0,0,AAC75733.1,Escherichia coli,emrB,EmrB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,95,1.00E-289
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3843,0,0,NP_309766.1,Escherichia coli,hns,H-NS protein,,efflux pump conferring antibiotic resistance,0,99,99,95,2.00E-67
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4040,0,0,0,unknown,bcrC,BcrC diphosphatase,BcrC diphosphatase,antibiotic target protection protein,12486040;15778224;15946938,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4612,0,0,0,unknown,AcrEF-TolC ,AcrE efflux pump component,AcrE efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3029,0,0,AAC75315.1,Escherichia coli,arnA,ArnA transferase,,polymyxin resistance gene,0,99,99,80,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2553,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.659,0,0,NP_417544.5,Escherichia coli,patA,PatA aminotransferase,,efflux pump conferring antibiotic resistance,0,99,99,94,1.00E-252
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.646,0,0,AAC76093.1,Escherichia coli,bacA,BacA diphosphatase,,peptide antibiotic resistance gene,0,100,100,97,1.00E-149
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1321,0,0,0,unknown,mdtL,MdtL efflux pump,MdtL efflux pump,efflux pump conferring antibiotic resistance,11566977,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4881,0,0,NP_416715.1,Escherichia coli,yojI,YojI siderophore exporter,,efflux pump conferring antibiotic resistance,0,100,100,90,1.00E-291
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2866,0,0,ABG77965.1,Enterobacter cloacae,acrA,AcrA efflux pump component,,efflux pump conferring antibiotic resistance,0,97,97,87,1.00E-190
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3222,0,0,NP_312864.1,Escherichia coli,cpxA,CpxA histidine kinase,,efflux pump conferring antibiotic resistance,0,99,99,97,1.00E-259
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.737,0,0,YP_491362.1,Escherichia coli,folP,Dihydropteroate synthase,,sulfonamide resistance gene,0,100,100,91,1.00E-147
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.613,0,0,NP_462089.1,Salmonella enterica,parC,DNA topoisomerase IV subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1288,0,0,0,unknown,gidB,GidB methyltransferase,GidB methyltransferase,gene conferring resistance via absence,17238915,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.440,0,0,AAC75089.1,Escherichia coli,pmrE,PmrE dehydrogenase,,polymyxin resistance gene,0,100,100,88,1.00E-196
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.384,0,0,AAC75138.1,Escherichia coli,mdtD,MdtD efflux transporter,,efflux pump conferring antibiotic resistance,0,99,99,85,1.00E-235
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2742,0,0,0,unknown,oprM,OprM efflux pump component,OprM efflux pump component,efflux pump conferring antibiotic resistance,0,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4847,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.386,0,0,AAC75136.1,Escherichia coli,mdtB,MdtB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,91,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4710,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4710,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1774,0,0,0,unknown,acrZ,AcrZ efflux pump component,AcrZ efflux pump component,efflux pump conferring antibiotic resistance,23010927,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2969,0,0,AFK13828.1,Enterobacter cloacae,ramA,RamA activator,,efflux pump conferring antibiotic resistance,0,91,100,85,2.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4843,0,0,0,unknown,rpsJ,Ribosomal protein S10,Ribosomal protein S10,antibiotic target in susceptible species,26124155,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3843,0,0,0,unknown,hns,H-NS protein,H-NS protein,regulator modulating antibiotic resistance,14973023,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.3277,0,0,0,unknown,katG,KatG catalase-peroxidase,KatG catalase-peroxidase,antibiotic activation enzyme,14638486,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4,0,0,0,unknown,rpsL,Ribosomal protein S12,Ribosomal protein S12,antibiotic target in susceptible species,7934937,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1844,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,99,99,91,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.1698,0,0,0,unknown,emrAB-tolC,EmrA efflux pump component,EmrA efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.387,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1152,0,0,BAE78116.1,Escherichia coli,pmrC,PmrC transferase,,polymyxin resistance gene,0,100,100,82,1.00E-279
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2711,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3013,0,0,CDJ72593,Escherichia coli,glpT,GlpT transporter,,fosfomycin resistance gene,0,100,100,96,1.00E-265
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.2867,0,0,NP_414997.1,Escherichia coli,acrR,AcrR regulator,,efflux pump conferring antibiotic resistance,0,97,96,88,1.00E-104
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3883,0,0,NP_415791.1,Escherichia coli,cysB,CysB activator,,aminocoumarin resistance gene,0,100,100,95,1.00E-177
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.514,0,0,AML99881.1,Salmonella enterica,mdtK,YeeO transporter,,efflux pump conferring antibiotic resistance,0,99,93,99,1.00E-273
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4614,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.751,0,0,AIL15701,Escherichia coli,murA,MurA transferase,,fosfomycin resistance gene,0,100,100,97,1.00E-233
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.3958,0,0,NP_415434.1,Escherichia coli,msbA,MsbA export protein,,efflux pump conferring antibiotic resistance,0,100,100,96,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.23,0,0,BAE77933.1,Escherichia coli,crp,CRP,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-115
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2,0,0,0,unknown,fusA,Elongation factor G,Elongation factor G,antibiotic target in susceptible species,17980694,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2090,0,0,0,unknown,dfrA,Dihydrofolate reductase,Dihydrofolate reductase,antibiotic target in susceptible species,20169085;25288078,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.751,0,0,0,unknown,murA,MurA transferase,MurA transferase,antibiotic target in susceptible species,8994972,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.4935,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2178,0,0,0,unknown,pgsA,PgsA phosphatidyltransferase,PgsA phosphatidyltransferase,cell wall charge modification resistance,22238576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST3,fig|90370.6294.peg.2377,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4509,0,0,YP_489321.1,Escherichia coli,mdtG,MdtG efflux pump,,efflux pump conferring antibiotic resistance,0,97,98,91,1.00E-207
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.1384,0,0,CDJ73208,Escherichia coli,uhpT,UhpT transport protein,,fosfomycin resistance gene,0,99,99,95,1.00E-258
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.385,0,0,AAC75137.1,Escherichia coli,mdtC,MdtC efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,91,0
BLAT,Antibiotic Resistance,CARD,ST3,fig|90370.6294.peg.4990,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,43,100,99,4.00E-92
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4600,0,0,NP_414997.1,Escherichia coli,acrR,AcrR regulator,,efflux pump conferring antibiotic resistance,0,97,96,88,1.00E-104
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2387,0,0,NP_458564.1,Salmonella enterica,soxR,SoxR activator,,efflux pump conferring antibiotic resistance,0,100,100,100,9.00E-84
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1488,0,0,AFH35853.1,Escherichia coli,mdfA,MdfA efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,87,1.00E-208
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4600,0,0,0,unknown,acrAB-tolC,AcrR regulator,AcrR regulator,regulator modulating antibiotic resistance,0,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.773,0,0,0,unknown,tolC,TolC outer membrane channel,TolC outer membrane channel,efflux pump conferring antibiotic resistance,6219270,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2575,0,0,0,unknown,marA,MarA regulator,MarA regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3976,0,0,AEJ33969.1,Vibrio fluvialis,sul1,Sul1/Sul2 resistance protein,,sulfonamide resistance gene,0,100,100,100,1.00E-156
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1754,0,0,NP_414618.4,Escherichia coli,leuO,LeuO activator,,sulfonamide resistance gene,0,95,95,89,1.00E-157
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2260,0,0,AAC75315.1,Escherichia coli,arnA,ArnA transferase,,polymyxin resistance gene,0,99,99,80,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3991,0,0,0,unknown,gyrB,DNA gyrase subunit B,DNA gyrase subunit B,antibiotic target in susceptible species,21693461;22279180;9293187,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.3978,0,0,WP_000703418.1,Gammaproteobacteria,0,ANT(3'')-Ia nucleotidyltransferase,DfrA7 dihydrofolate reductase,unknown,0,99,78,100,2.00E-85
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1865,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1899,0,0,YP_490697.1,Escherichia coli,acrD,AcrD efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,94,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4543,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4973,0,0,WP_000239590.1,Bacteria,0,CTX-M beta-lactamase,CTX-M-15 beta-lactamase,unknown,0,100,100,100,1.00E-161
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4964,0,0,0,unknown,aph(6)-Ic,APH(6)-Id phosphotransferase,APH(6)-Ic/Id phosphotransferase,antibiotic inactivation enzyme,3889831;15722395,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3984,0,0,0,unknown,CatA1/CatA4 family,Chloramphenicol acetyltransferase,Chloramphenicol acetyltransferase,antibiotic inactivation enzyme,27635645;25779570 ,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4966,0,0,0,unknown,tem,TEM beta-lactamase,TEM beta-lactamase,antibiotic inactivation enzyme,11585791,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.68,0,0,BAE77933.1,Escherichia coli,crp,CRP,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-115
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3012,0,0,0,unknown,fabI,FabI reductase,FabI reductase,antibiotic target in susceptible species,18193820;10869170;8284673,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2232,0,0,NP_461214.1,Salmonella enterica,gyrA,DNA gyrase subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.408,0,0,CDJ73208,Escherichia coli,uhpT,UhpT transport protein,,fosfomycin resistance gene,0,99,99,95,1.00E-258
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1526,0,0,0,unknown,macB,MacB efflux protein,MacB efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4963,0,0,0,unknown,aph(3'')-I,APH(3'')-I phosphotransferase,APH(3'')-I phosphotransferase,antibiotic inactivation enzyme,2167474;2653965;16954315,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4543,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,11,96,92,1.00E-53
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4623,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,100,100,99,1.00E-230
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3984,0,0,CAA23899.1,Escherichia coli,catI,Chloramphenicol acetyltransferase,,chloramphenicol resistance gene,0,100,100,100,1.00E-132
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.759,0,0,NP_462089.1,Salmonella enterica,parC,DNA topoisomerase IV subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2807,0,0,YP_489321.1,Escherichia coli,mdtG,MdtG efflux pump,,efflux pump conferring antibiotic resistance,0,97,98,91,1.00E-207
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4134,0,0,AAC75135.2,Escherichia coli,mdtA,MdtA efflux pump component,,efflux pump conferring antibiotic resistance,0,90,91,86,1.00E-182
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4962,0,0,AAL59753.1,Vibrio cholerae,sul2,Sul1/Sul2 resistance protein,,unknown,0,100,100,100,1.00E-148
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2222,0,0,NP_416715.1,Escherichia coli,yojI,YojI siderophore exporter,,efflux pump conferring antibiotic resistance,0,100,100,90,1.00E-291
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3041,0,0,0,unknown,oxyR,OxyR activator,OxyR activator,regulator modulating antibiotic resistance,25799046,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2574,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4545,0,0,AAC76297.1,Escherichia coli,acrE,AcrE efflux pump component,,efflux pump conferring antibiotic resistance,0,34,96,88,2.00E-63
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3978,0,0,ACS44716.1,Acinetobacter baumannii,dfrA7,ANT(3'')-Ia nucleotidyltransferase,,trimethoprim resistance gene,0,99,78,100,2.00E-85
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2415,0,0,BAE78116.1,Escherichia coli,pmrC,PmrC transferase,,polymyxin resistance gene,0,100,100,82,1.00E-279
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.347,0,0,0,unknown,0,Class B3 beta-lactamase,Class B3 beta-lactamase,antibiotic inactivation enzyme,22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261,0,0,0,0
